,一部事務組合等コード表（令和７年10月23日現在）,,,,,,,
,409391,福岡県自治振興組合,ふくおかけんじちしんこうくみあい,昭和57年3月31日,8160902,福岡県大野城市大字乙金８－１,0925040313,
,409405,春日大野城衛生施設組合,かすがおおのじょうえいせいしせつくみあい,昭和58年4月1日,8160811,福岡県春日市春日公園６－２,0925967066,
,409413,田川地区清掃施設組合,たがわちくせいそうしせつくみあい,昭和58年5月6日,8270003,福岡県田川郡川崎町大字川崎3419番地３,0947728011,
,409448,大牟田・荒尾清掃施設組合,おおむたあらおせいそうしせつくみあい,昭和60年3月20日,8368666,福岡県大牟田市有明町２－３,0944412727,
,409456,筑慈苑施設組合,ちくじえんしせつくみあい,昭和60年12月2日,8180003,福岡県筑紫野市大字山家３７４５－１,0929263433,
,409464,八女中部衛生施設事務組合,やめちゅうぶえいせいしせつじむくみあい,昭和61年3月1日,8340021,福岡県八女市北田形1027番地１,0943245419,
,409481,田川広域水道企業団,たがわこういきすいどうきぎょうだん,平成1年9月29日,8258501,福岡県田川市中央町１番１号,0947232147,
,409499,京築地区水道企業団,けいちくちくすいどうきぎょうだん,平成2年9月20日,8280004,福岡県豊前市大字馬場３３６,0979834858,
,409511,福岡都市圏広域行政事業組合（普通会計分）,ふくおかとしけんこういきぎょうせいじぎょうくみあい（ふつうかいけいぶん）,平成5年4月28日,8108620,福岡県福岡市中央区天神１－８－１,0927335004,
,409537,宇美町・志免町衛生施設組合,うみまちしめまちえいせいしせつくみあい,平成10年4月1日,8112208,福岡県糟屋郡志免町大字吉原４４３,0929578180,
,409545,福岡県介護保険広域連合,ふくおかけんかいごほけんこういきれんごう,平成11年7月1日,8120044,福岡県福岡市博多区千代４－１－２７,0926437055,
,409553,福岡都市圏南部環境事業組合,ふくおかとしけんなんぶかんきょうじぎょうくみあい,平成18年5月1日,8160842,福岡県春日市大字下白水１０４－５,0925961570,
,409561,福岡県後期高齢者医療広域連合,ふくおかけんこうきこうれいしゃいりょうこういきれんごう,平成19年3月30日,8120044,福岡県福岡市博多区千代４－１－２７,0926513111,
,409570,福岡都市圏広域行政事業組合（事業会計分）,ふくおかとしけんこういきぎょうせいじぎょうくみあい（じぎょうかいけいぶん）,平成5年4月28日,8108620,福岡県福岡市中央区天神１－８－１,0927335004,
,409588,下田川清掃施設組合,しもたがわせいそうしせつくみあい,平成25年4月1日,8221101,福岡県田川郡福智町赤池474番地５,0947283588,
,409596,ふくおか県央環境広域施設組合,ふくおかけんおうかんきょうこういきしせつくみあい,平成31年4月1日,8200074,福岡県飯塚市楽市７２８番地１,0948225911,
,409600,田川地区広域環境衛生施設組合,たがわちくこういきかんきょうえいせいしせつくみあい,令和3年4月1日,8240511,福岡県田川郡大任町大字今任原3888番地1,0947231553,
,409618,行橋京都メディカルセンター組合,ゆくはしみやこめでぃかるせんたーくみあい,令和4年4月1日,8240002,福岡県行橋市東大橋二丁目９番１号,0930265867,
,418129,天山地区共同衛生処理場組合,てんざんちくきょうどうえいせいしょりじょうくみあい,昭和39年3月3日,8490306,佐賀県小城市牛津町勝861,0952660464,
,418137,杵島地区衛生処理組合,きしまちくえいせいしょりくみあい,昭和39年3月26日,8492102,佐賀県杵島郡大町町大字福母1801番地29,0952822460,
,418145,鹿島・藤津地区衛生施設組合,かしまふじつちくえいせいしせつくみあい,昭和40年3月30日,8491304,佐賀県鹿島市大字中村641-1,0954622654,
,418277,佐賀県競馬組合,さがけんけいばくみあい,昭和47年4月1日,8410073,佐賀県鳥栖市江島町西谷3256-228,0942834538,
,418293,有田磁石場組合,ありたじせきばくみあい,明治22年4月1日,8494153,佐賀県西松浦郡有田町立部乙2202,0955462500,
,418307,杵藤地区広域市町村圏組合,きとうちくこういきしちょうそんけんくみあい,昭和47年8月8日,8492201,佐賀県武雄市北方町大字志久1557-1,0954364570,
,418315,鳥栖・三養基地区消防事務組合,とすみやきちくしょうぼうじむくみあい,昭和47年10月1日,8410037,佐賀県鳥栖市本町三丁目1488-1,0942850119,
,418323,杵島工業用水道企業団,きしまこうぎょうようすいどうきぎょうだん,昭和47年11月14日,8490201,佐賀県佐賀市久保田町大字徳万1885,0952684179,
,418331,天山地区共同斎場組合,てんざんちくきょうどうさいじょうくみあい,昭和47年12月12日,8460012,佐賀県多久市東多久町大字別府2949-743,0952762657,
,418340,伊万里・有田地区医療福祉組合,いまりありたちくいりょうふくしくみあい,昭和48年10月20日,8494193,佐賀県西松浦郡有田町二ノ瀬甲860,0955462121,
,418374,佐賀東部水道企業団,さがとうぶすいどうきぎょうだん,昭和50年4月1日,8490914,佐賀県佐賀市兵庫町大字西渕1960-4,0952306151,
,418404,脊振共同塵芥処理組合,せふりきょうどうじんかいしょりくみあい,昭和51年12月25日,8420202,佐賀県神埼市脊振町鹿路3362-1,0952519010,
,418412,鳥栖地区広域市町村圏組合,とすちくこういきしちょうそんけんくみあい,昭和52年4月1日,8410037,佐賀県鳥栖市本町三丁目1494-1,0942853637,
,418480,佐賀西部広域水道企業団,さがせいぶこういきすいどうきぎょうだん,昭和61年4月1日,8490201,佐賀県佐賀市久保田町大字徳万1869,0952683181,
,418510,伊万里・有田地区衛生組合,いまりありたちくえいせいくみあい,平成2年4月1日,8480031,佐賀県伊万里市二里町八谷搦627番地３,0955237170,
,418536,三養基西部葬祭組合,みやきせいぶそうさいくみあい,平成5年11月26日,8401105,佐賀県三養基郡みやき町大字寄人910番地1,0942963075,
,418561,佐賀中部広域連合,さがちゅうぶこういきれんごう,平成11年2月4日,8400826,佐賀県佐賀市白山二丁目１番１２号,0952401111,
,418579,三神地区環境事務組合,さんしんちくかんきょうじむくみあい,平成11年3月1日,8420062,佐賀県神埼市千代田町栁島1290,0952346555,
,418587,鳥栖・三養基西部環境施設組合,とすみやきせいぶかんきょうしせつくみあい,平成13年5月23日,8490102,佐賀県三養基郡みやき町大字簑原4372,0942818153,
,418595,佐賀県後期高齢者医療広域連合,さがけんこうきこうれいしゃいりょうこういきれんごう,平成19年2月1日,8400201,佐賀県佐賀市大和町大字尼寺１８７０,0952648476,
,418609,佐賀県市町総合事務組合,さがけんしまちそうごうじむくみあい,平成19年4月1日,8400832,佐賀県佐賀市堀川町1-1,0952250353,
,418617,佐賀県西部広域環境組合,さがけんせいぶこういきかんきょうくみあい,平成19年7月1日,8495263,佐賀県伊万里市松浦町山形字上高尾5092-4,0955262353,
,418625,伊万里・有田消防組合,いまりありたしょうぼうくみあい,平成26年4月1日,8480027,佐賀県伊万里市立花町1355番地3,0955232116,
,418633,天山地区共同環境組合,てんざんちくきょうどうかんきょうくみあい,平成26年10月1日,8460002,佐賀県多久市北多久町大字小侍4644-29,0952376588,
,418641,神埼市・吉野ヶ里町葬祭組合,かんざきしよしのがりちょうそうさいくみあい,平成28年12月1日,8420121,佐賀県神埼市神埼町志波屋2661番地43,0952978844,
,418650,佐賀県東部環境施設組合,さがけんとうぶかんきょうしせつくみあい,平成29年11月1日,8410046,佐賀県鳥栖市真木町39番地1,0942875379,
,418668,多久小城医療企業団,たくおぎいりょうきぎょうだん,令和3年8月19日,8460012,佐賀県多久市東多久町大字別府3562番地,0952203400,
,428175,東彼地区保健福祉組合,とうひちくほけんふくしくみあい,昭和28年9月30日,8593808,長崎県東彼杵郡東彼杵町蔵本郷95-1,0957461960,
,428426,県央地域広域市町村圏組合,けんおうちいきこういきしちょうそんけんくみあい,昭和46年4月1日,8540051,長崎県諫早市鷲崎町221-1,0957233600,
,428434,島原地域広域市町村圏組合,しまばらちいきこういきしちょうそんけんくみあい,昭和46年4月1日,8591492,長崎県島原市有明町大三東戊1327,0957619100,
,428566,有明海自動車航送船組合,ありあけかいじどうしゃこうそうせんくみあい,昭和31年9月19日,8591311,長崎県雲仙市国見町土黒甲2-28,0957783358,
,428639,雲仙・南島原保健組合（普通会計分）,うんぜんみなみしまばらほけんくみあい（ふつうかいけいぶん）,平成7年3月1日,8540515,長崎県雲仙市小浜町北野298,0957743822,
,428663,長崎県市町村総合事務組合,ながさきけんしちょうそんそうごうじむくみあい,平成8年4月1日,8500875,長崎県長崎市栄町4番9号長崎県市町村会館内,0958275511,
,428671,県央県南広域環境組合,けんおうけんなんこういきかんきょうくみあい,平成11年4月9日,8540001,長崎県諫早市福田町1250,0957358200,
,428728,北松北部環境組合,ほくしょうほくぶかんきょうくみあい,平成11年3月31日,8594815,長崎県平戸市田平町下寺免1318,0950261300,
,428744,雲仙・南島原保健組合（事業会計分）,うんぜんみなみしまばらほけんくみあい（じぎょうかいけいぶん）,平成7年3月1日,8540515,長崎県雲仙市小浜町北野298,0957743822,
,428752,長崎県後期高齢者医療広域連合,ながさきけんこうきこうれいしゃいりょうこういきれんごう,平成18年12月18日,8500875,長崎県長崎市栄町4番9号長崎県市町村会館内,0958163930,
,428761,長与・時津環境施設組合,ながよとぎつかんきょうしせつくみあい,平成20年10月1日,8512129,長崎県西彼杵郡長与町斉藤郷１０７３,0958659386,
,428779,長崎県病院企業団,ながさきけんびょういんきぎょうだん,平成21年4月1日,8500035,長崎県長崎市元船町17-1　長崎県大波止ビル7階,0958252255,
,438022,熊本県市町村総合事務組合,くまもとけんしちょうそんそうごうじむくみあい,平成16年10月1日,8620911,熊本県熊本市東区健軍2-4-10,0963680011,
